0.000000000000000000e+00 1.767119600000004453e-01 1.988353260000000233e+00 1.988353269999999284e+00 2.180978365064536906e-07 3.139414284291785309e-09 5.200401713510815825e-09
1.666666666666666644e-02 1.765842499999994430e-01 1.987183569999999122e+00 1.987183579999999949e+00 2.453058816130514294e-07 3.770191640293123083e-09 3.452628439161990742e-09
3.333333333333333287e-02 1.762015399999992127e-01 1.983676550000000205e+00 1.983676550000000205e+00 2.624349428577486901e-07 4.490957933063613585e-09 4.382068524574509761e-09
5.000000000000000278e-02 1.755650299999995667e-01 1.977838370000000623e+00 1.977838370000000623e+00 2.928177796239599262e-07 3.629650369656894547e-09 3.893466463841829753e-09
6.666666666666666574e-02 1.746767899999994711e-01 1.969679440000000170e+00 1.969679440000000170e+00 1.697370521935764991e-07 3.000198200359105041e-09 2.798328261560303652e-09
8.333333333333332871e-02 1.735396399999995509e-01 1.959214550000000443e+00 1.959214550000000443e+00 2.119040763829359727e-07 2.655005512646293025e-09 3.233551367796677847e-09
9.999999999999999167e-02 1.721572099999999494e-01 1.946463050000000194e+00 1.946463050000000194e+00 2.382527449389065153e-07 6.167744764760965144e-09 5.337091810522303573e-09
1.166666666666666546e-01 1.705339099999996222e-01 1.931449119999999908e+00 1.931449119999999908e+00 3.119070189561210243e-07 3.988876296476124193e-09 4.968762546139388538e-09
1.333333333333333315e-01 1.686748900000001328e-01 1.914201979999999637e+00 1.914201979999999637e+00 2.435046784160652362e-07 7.494165584334324811e-09 3.591428048850199586e-09
1.499999999999999944e-01 1.665860299999994965e-01 1.894756109999999438e+00 1.894756109999999438e+00 2.348093273779397650e-07 2.357663483725263410e-09 2.920389848703222788e-09
1.666666666666666574e-01 1.642739199999994071e-01 1.873151480000000646e+00 1.873151480000000646e+00 2.629409594338485636e-07 3.904413598205167039e-09 2.695153157134316476e-09
1.833333333333333204e-01 1.617458299999992022e-01 1.849433659999998980e+00 1.849433659999998980e+00 2.364708617114996015e-07 4.957961856161285274e-09 4.343186165862703005e-09
1.999999999999999833e-01 1.590096499999997803e-01 1.823653950000000634e+00 1.823653950000000634e+00 3.221455114886125218e-07 5.547965654790044192e-09 4.396807446962023124e-09
2.166666666666666463e-01 1.560738999999990995e-01 1.795869319999999547e+00 1.795869319999999547e+00 3.740073495858400849e-07 5.381029199497322064e-09 5.268301313285377282e-09
2.333333333333333093e-01 1.529476800000004744e-01 1.766142340000000033e+00 1.766142340000000033e+00 2.946661929039614308e-07 5.022886351484946246e-09 4.179881946865760180e-09
2.499999999999999722e-01 1.496405999999996794e-01 1.734540989999999283e+00 1.734540989999999283e+00 4.800498595424523719e-07 8.990041947304104965e-09 3.954692837590688767e-09
2.666666666666666630e-01 1.461627899999999869e-01 1.701138300000000214e+00 1.701138309999999265e+00 4.721226053749931274e-07 5.459288267018447356e-09 6.179367883454000595e-09
2.833333333333333259e-01 1.425248200000002186e-01 1.666012020000000149e+00 1.666012020000000149e+00 4.764376197022400123e-07 8.306002475190483589e-09 5.506860766910444082e-09
2.999999999999999889e-01 1.387377000000000749e-01 1.629244050000000499e+00 1.629244050000000499e+00 6.419325132914078570e-07 8.324854452884626148e-09 7.113715733228882896e-09
3.166666666666666519e-01 1.348127799999989662e-01 1.590919939999999144e+00 1.590919939999999144e+00 6.400325301545849557e-07 7.486489648606860506e-09 7.034587800173345546e-09
3.333333333333333148e-01 1.307617800000002717e-01 1.551128219999998947e+00 1.551128219999998947e+00 5.518337309994454253e-07 6.823961103616070109e-09 7.877531368895678616e-09
3.499999999999999778e-01 1.265966800000004611e-01 1.509959820000000619e+00 1.509959820000000619e+00 6.145740151861072034e-07 8.068012698220420763e-09 1.296493682303568833e-08
3.666666666666666408e-01 1.223297199999997531e-01 1.467507380000000694e+00 1.467507389999999745e+00 4.779949412942727826e-07 1.103565786660754965e-08 1.168733899364796715e-08
3.833333333333333037e-01 1.179733399999989274e-01 1.423864699999999317e+00 1.423864699999999317e+00 1.034947370837322696e-06 8.686716463386743690e-09 1.092345113431959736e-08
3.999999999999999667e-01 1.135401399999995675e-01 1.379126149999999384e+00 1.379126149999999384e+00 5.015654287069330054e-07 1.285295832172839948e-08 1.532194209642053097e-08
4.166666666666666297e-01 1.090428499999998024e-01 1.333386289999999974e+00 1.333386289999999974e+00 8.755258672906509334e-07 1.336118312360270059e-08 1.285376888835927876e-08
4.333333333333332926e-01 1.044942799999990513e-01 1.286739519999999359e+00 1.286739519999999359e+00 7.879108335782942978e-07 1.699660537039464658e-08 1.572171871477109465e-08
4.499999999999999556e-01 9.990726999999921532e-02 1.239279950000000241e+00 1.239279950000000241e+00 1.064571559255983945e-06 1.974774409229765019e-08 1.915407726762394285e-08
4.666666666666666186e-01 9.529466999999947063e-02 1.191101319999999575e+00 1.191101330000000402e+00 8.706025478513222179e-07 2.671542605594277554e-08 2.268252035527497757e-08
4.833333333333332815e-01 9.066930999999911478e-02 1.142297279999999304e+00 1.142297279999999304e+00 1.107400216266296696e-06 2.846224129682344399e-08 2.910897629431215078e-08
4.999999999999999445e-01 8.604393999999970788e-02 1.092961609999999695e+00 1.092961620000000522e+00 1.374426403087949000e-06 3.246355417238148381e-08 2.289798923437060928e-08
5.166666666666666075e-01 8.143118999999998664e-02 1.043188859999998996e+00 1.043188859999998996e+00 1.342008312915666441e-06 3.328315241745236934e-08 3.578635111056721054e-08
5.333333333333333259e-01 7.684358000000024447e-02 9.930748999999998716e-01 9.930748999999998716e-01 1.723455766930287758e-06 3.422220309283207356e-08 3.484744501373444124e-08
5.500000000000000444e-01 7.229343999999926496e-02 9.427178400000002512e-01 9.427178400000002512e-01 1.964374878586045493e-06 5.567893562328192260e-08 4.452481282777656272e-08
5.666666666666667629e-01 6.779290999999965095e-02 8.922188599999998360e-01 8.922188599999998360e-01 1.840331188867190463e-06 7.210934122240037882e-08 5.417717534676372350e-08
5.833333333333334814e-01 6.335391999999906432e-02 8.416832000000002978e-01 8.416832099999993488e-01 2.496818975071873579e-06 6.262349611876294311e-08 7.179025925350075777e-08
6.000000000000001998e-01 5.898810999999959392e-02 7.912212099999997861e-01 7.912212099999997861e-01 3.044339299235527417e-06 8.858826882806630954e-08 8.659889765692422771e-08
6.166666666666669183e-01 5.470685999999957971e-02 7.409492300000000142e-01 7.409492300000000142e-01 2.650719364956203031e-06 9.133344025737005704e-08 7.929940381364679323e-08
6.333333333333336368e-01 5.052124000000013382e-02 6.909905500000004253e-01 6.909905500000004253e-01 3.284306963217200001e-06 1.039703494488972395e-07 1.051211280180928023e-07
6.500000000000003553e-01 4.644200999999981150e-02 6.414761599999998509e-01 6.414761599999998509e-01 4.137528579423753007e-06 1.317303917023534643e-07 1.789338164498315641e-07
6.666666666666670737e-01 4.247954000000042640e-02 5.925453399999991433e-01 5.925453399999991433e-01 4.751662927106874862e-06 2.091102340900954001e-07 1.742211854205161687e-07
6.833333333333337922e-01 3.864388000000040790e-02 5.443459799999992299e-01 5.443459799999992299e-01 5.103101726538430062e-06 2.186933121690886395e-07 2.285574742082116026e-07
7.000000000000005107e-01 3.494465999999896155e-02 4.970347499999991925e-01 4.970347600000000199e-01 6.564592399722862856e-06 2.950396659318624790e-07 2.912539788571850026e-07
7.166666666666672292e-01 3.139112000000032765e-02 4.507768500000004508e-01 4.507768500000004508e-01 7.010710678434672367e-06 4.083378985869189898e-07 3.503304774045081254e-07
7.333333333333339477e-01 2.799206999999981349e-02 4.057454800000002137e-01 4.057454899999992648e-01 9.511569711477996410e-06 5.084181147506145881e-07 5.348017135764751833e-07
7.500000000000006661e-01 2.475588999999978057e-02 3.621210200000000157e-01 3.621210200000000157e-01 9.571600375398818856e-06 7.400512754896428325e-07 7.803889007264972426e-07
7.666666666666673846e-01 2.169051999999993541e-02 3.200897600000001120e-01 3.200897600000001120e-01 1.007061047718491023e-05 8.997808158166061666e-07 8.477404554047481846e-07
7.833333333333341031e-01 1.880343999999922744e-02 2.798424500000002979e-01 2.798424500000002979e-01 1.255440617023281861e-05 1.395010810956476826e-06 1.201295282090851776e-06
8.000000000000008216e-01 1.610162999999964484e-02 2.415723799999991428e-01 2.415723799999991428e-01 1.626850516987661026e-05 1.947584596165493955e-06 1.805168017249585686e-06
8.166666666666675400e-01 1.359161999999969339e-02 2.054733100000003532e-01 2.054733100000003532e-01 1.705414122124642077e-05 2.581108612398404544e-06 2.554877304387795538e-06
8.333333333333342585e-01 1.127944999999996867e-02 1.717370999999996428e-01 1.717370999999996428e-01 2.025598447426345088e-05 3.995443247633081499e-06 3.779005500904940980e-06
8.500000000000009770e-01 9.170629999999846405e-03 1.405511599999993422e-01 1.405511599999993422e-01 2.306045573024625094e-05 5.633443735427114744e-06 5.441915113117196771e-06
8.666666666666676955e-01 7.270200000000670570e-03 1.120958400000002797e-01 1.120958400000002797e-01 3.061440750174187244e-05 8.415735040286036043e-06 8.316605140264600105e-06
8.833333333333344140e-01 5.582659999999961542e-03 8.654169999999972163e-02 8.654169999999972163e-02 3.548231438686129467e-05 1.329698629837990865e-05 1.308776983794653394e-05
9.000000000000011324e-01 4.111999999999227384e-03 6.404683999999960520e-02 6.404683999999960520e-02 5.011856398505727466e-05 2.060687243858950378e-05 2.092921884536586650e-05
9.166666666666678509e-01 2.861709999999462184e-03 4.475432999999995332e-02 4.475432999999995332e-02 6.494304775707852937e-05 3.587462676353341662e-05 3.496996869589335996e-05
9.333333333333345694e-01 1.834719999999734341e-03 2.878978999999937116e-02 2.878978999999937116e-02 1.000833916291073416e-04 6.385354349522269024e-05 6.328396588684260485e-05
9.500000000000012879e-01 1.033440000000496184e-03 1.625920999999941330e-02 1.625920999999941330e-02 1.594304720094146910e-04 1.190042130153326960e-04 1.207056468860960986e-04
9.666666666666680063e-01 4.597499999992038511e-04 7.247089999999900556e-03 7.247089999999900556e-03 3.396479465232179269e-04 2.761354537870664067e-04 2.818044565265796970e-04
9.833333333333347248e-01 1.149999999991990762e-04 1.814899999999397551e-03 1.814899999999397551e-03 1.152657308293954241e-03 1.096684187368132191e-03 1.101280619592721801e-03
1.000000000000001332e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.016666666666667940e+00 1.633789999999635256e-03 2.225649999999745887e-03 3.625109999999764909e-03 5.606043801632423860e-04 5.789264385941454922e-04 5.514766496001848040e-04
1.033333333333334547e+00 6.525659999999433580e-03 8.882039999999591373e-03 1.441960999999913895e-02 1.450431483270918744e-04 1.499110876354232730e-04 1.411908072206743319e-04
1.050000000000001155e+00 1.464728999999920234e-02 1.990793000000046220e-02 3.214610999999933938e-02 7.592155294494073721e-05 6.651589485971544434e-05 5.356913257291334219e-05
1.066666666666667762e+00 2.595207999999971094e-02 3.520288999999898749e-02 5.642525000000020441e-02 3.469251323764900081e-05 3.223101343331234101e-05 2.525755693935111208e-05
1.083333333333334370e+00 4.037602000000006797e-02 5.462967000000062967e-02 8.675869999999896720e-02 2.273461282451804611e-05 1.909574558547962611e-05 1.255755636959692558e-05
1.100000000000000977e+00 5.783880999999979622e-02 7.801734000000060121e-02 1.225581899999994562e-01 1.268663460773208684e-05 1.057018885453864143e-05 6.819692777757264036e-06
1.116666666666667584e+00 7.824536000000037461e-02 1.051651899999992423e-01 1.631781700000001223e-01 7.819961472304388581e-06 6.762921525568559985e-06 3.793689547142834401e-06
1.133333333333334192e+00 1.014873299999994316e-01 1.358471100000002707e-01 2.079492700000002969e-01 5.827696126251430555e-06 4.465628034087894823e-06 2.355547023022126347e-06
1.150000000000000799e+00 1.274449400000001731e-01 1.698163299999997378e-01 2.562097500000000139e-01 3.487248675073004400e-06 2.865099194562435953e-06 1.508418686557613490e-06
1.166666666666667407e+00 1.559888300000000783e-01 2.068104200000000503e-01 3.073326999999999032e-01 2.345736391952061457e-06 1.794331412959841153e-06 1.007464003725298072e-06
1.183333333333334014e+00 1.869819299999999629e-01 2.465562099999996093e-01 3.607472000000004897e-01 1.753192882580504306e-06 1.233539986676513273e-06 6.318796722161346366e-07
1.200000000000000622e+00 2.202813099999989532e-01 2.887746900000003336e-01 4.159524500000006952e-01 1.205228553010691295e-06 9.003669173162737859e-07 4.356127896400529556e-07
1.216666666666667229e+00 2.557399500000006043e-01 3.331854999999990241e-01 4.725245699999991444e-01 7.714756767757330042e-07 6.178638212190297951e-07 2.915653232971896466e-07
1.233333333333333837e+00 2.932084100000000859e-01 3.795111299999991417e-01 5.301166699999999565e-01 5.719008198226175258e-07 4.009711530422044457e-07 2.137401408206298567e-07
1.250000000000000444e+00 3.325363299999999356e-01 4.274805100000005353e-01 5.884532799999995234e-01 5.030833329955294620e-07 3.225205430724293802e-07 1.519642545927422927e-07
1.266666666666667052e+00 3.735736699999989696e-01 4.768321399999990717e-01 6.473205699999997620e-01 3.204901983930282209e-07 2.313591813170255811e-07 1.090281594831112729e-07
1.283333333333333659e+00 4.161718899999993226e-01 5.273164700000005922e-01 7.065543400000002805e-01 2.368637993285343098e-07 1.804295723493600800e-07 8.587262333979127663e-08
1.300000000000000266e+00 4.601847600000006366e-01 5.786978099999995351e-01 7.660271299999994454e-01 2.182767418305275605e-07 1.475852913575559049e-07 8.261170195995836019e-08
1.316666666666666874e+00 5.054690799999992379e-01 6.307554999999993584e-01 8.256362900000002725e-01 1.190802990988690780e-07 1.162769681776408938e-07 4.596545197339420558e-08
1.333333333333333481e+00 5.518850999999997953e-01 6.832846200000002312e-01 8.852938599999990998e-01 1.355709747332422252e-07 8.685761647635323013e-08 5.288656864126397814e-08
